participant_id,video_id,recording_elegible,cam_allowed,azure_features,video_error,duration_recording,survey_duration,pre_quiz1,pre_quiz2,post_quiz1,post_quiz2,post_quiz3,post_quiz4,post_quiz5,post_quiz6,post_quiz7,post_quiz8,self_interest,self_boring,self_confusion,self_easy,demo_age,demo_gender,demo_race,demo_ethnicity,demo_marital_status,demo_education,demo_income,demo_employment,demo_industry,demo_country,demo_region,correct,correct_pre_quiz,correct_post_quiz,self_raw_anger,self_raw_contempt,self_raw_disgust,self_raw_fear,self_raw_happiness,self_raw_neutral,self_raw_sadness,self_raw_surprise,reported_emotions
5799935,28593,1,1.0,0.0,1,,1048,b,b,b,b,b,a,a,a,d,d,2,7,6,1,e,a,a,b,b,e,f,a,u,US,b,5,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4206435,28593,1,1.0,1.0,0,297.176,749,a,c,b,b,b,a,b,a,d,b,3,5,2,6,b,b,c,b,a,d,a,e,k,US,b,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3227215,28593,1,0.0,0.0,0,,942,a,c,b,b,b,a,b,b,d,b,2,6,2,5,b,a,a,b,b,e,b,b,p,US,a,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7959268,11975,0,0.0,0.0,0,,676,c,a,b,b,b,c,b,d,d,b,5,4,3,5,b,b,c,b,a,e,h,c,A,US,b,5,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5120548,11975,0,0.0,0.0,0,,750,d,b,b,a,b,a,d,c,d,a,6,2,2,7,b,a,c,b,a,e,a,e,h,US,d,4,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6960428,11975,0,0.0,0.0,0,,1378,a,c,b,c,b,a,d,a,d,b,6,2,3,4,b,a,c,b,a,e,h,c,l,TW,f,8,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6769688,11975,0,0.0,0.0,0,,1010,a,d,b,b,b,a,d,a,d,b,4,5,5,5,b,a,c,b,a,d,h,a,B,--,f,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4696008,11975,0,0.0,0.0,0,,785,a,c,b,b,b,a,b,b,d,b,4,5,4,5,a,b,c,c,f,e,c,e,j,US,b,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4791728,11975,0,0.0,0.0,0,,674,a,a,b,c,b,a,b,a,d,c,3,5,6,2,b,b,a,b,a,d,g,e,a,US,c,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
304928,11975,0,0.0,0.0,0,,2190,a,c,b,d,b,a,b,a,d,b,4,5,2,6,b,b,c,b,a,d,d,a,j,US,a,10,2,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5294108,11975,0,0.0,0.0,0,,756,c,a,b,b,d,a,b,b,c,c,4,5,4,4,b,a,c,c,a,e,a,a,F,IN,f,3,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9346248,11975,0,0.0,0.0,0,,942,d,a,a,d,d,d,c,a,d,a,6,2,5,3,e,a,c,c,b,e,h,a,j,IN,f,3,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6619628,11975,0,0.0,0.0,0,,577,b,c,c,b,b,a,b,a,c,b,4,4,4,4,b,b,c,b,a,e,b,e,n,US,b,6,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9269708,11975,0,0.0,0.0,0,,500,c,a,c,d,c,c,b,b,d,d,6,2,3,4,b,b,g,c,f,e,h,d,l,DE,f,3,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2347528,11975,0,0.0,0.0,0,,721,a,d,b,b,d,b,d,a,d,b,6,1,3,6,b,b,g,b,a,d,c,a,h,IN,f,5,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3608148,11975,0,0.0,0.0,0,,713,a,b,b,d,b,a,b,a,d,b,4,5,2,4,a,b,c,b,a,e,g,e,k,US,b,9,1,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6454588,11975,0,0.0,0.0,0,,606,a,a,b,b,b,b,b,a,b,a,4,4,4,4,a,b,c,b,a,d,h,e,n,US,b,5,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7073128,11975,0,0.0,0.0,0,,880,b,c,b,c,b,a,b,b,c,c,1,7,7,1,b,a,f,a,a,e,g,a,q,US,b,5,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7863789,17764,1,1.0,0.0,0,306.81,2319,d,d,a,c,d,b,d,b,c,d,3,4,5,4,b,b,c,b,a,d,d,b,m,TH,f,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6220309,17764,1,1.0,1.0,0,298.991,617,a,c,b,b,b,a,b,a,d,b,3,5,2,6,b,a,c,b,a,e,g,e,G,US,b,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2966909,17764,1,1.0,1.0,0,297.583,604,a,c,b,b,b,a,b,a,d,b,2,6,5,2,b,b,c,b,a,d,a,e,G,US,b,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
571509,17764,1,1.0,1.0,0,299.649,853,a,c,b,b,b,c,a,c,d,a,6,2,3,5,e,a,c,b,b,c,h,g,c,IN,f,5,2,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5302349,17764,1,1.0,0.0,0,306.924,1166,d,a,b,a,b,a,d,d,b,b,5,4,3,5,a,a,c,c,a,d,b,b,k,PK,f,4,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5235789,17764,1,1.0,1.0,0,299.391,1177,c,d,d,a,b,b,d,c,c,b,5,5,5,3,a,a,c,b,a,e,c,a,h,US,b,2,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2810889,17764,1,1.0,1.0,0,299.648,720,a,c,b,d,b,d,d,a,d,b,1,7,4,4,b,b,c,b,a,e,h,e,F,IN,b,8,2,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1327209,17764,1,1.0,0.0,1,,719,a,a,b,b,b,a,b,a,d,a,6,4,2,6,a,a,c,b,a,e,d,e,y,00,b,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9279529,17764,1,1.0,0.0,1,,648,a,a,a,b,b,a,b,d,b,a,6,2,3,6,a,a,c,b,a,b,g,e,G,US,b,4,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
383889,17764,1,1.0,1.0,0,300.425,736,a,c,b,b,b,a,d,a,d,b,2,6,4,4,b,a,c,b,a,d,g,a,h,US,e,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2132889,17764,1,1.0,0.0,0,149.137,1002,a,a,b,d,b,a,d,a,d,d,4,2,3,2,b,a,g,c,f,d,h,a,j,IN,f,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8007109,17764,1,1.0,1.0,0,295.619,792,a,a,b,c,b,a,b,a,b,b,7,1,3,7,a,b,c,b,a,e,h,e,F,US,b,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4370529,17764,1,1.0,1.0,0,299.833,653,a,c,b,b,b,a,b,a,d,b,3,6,2,5,a,c,a,b,a,d,a,b,F,US,b,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3860229,17764,1,1.0,0.0,1,,963,b,a,b,a,d,a,b,c,d,a,7,1,1,7,b,a,c,b,a,d,c,c,a,TW,f,4,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
1387785,15789,1,1.0,1.0,0,299.94,877,a,c,b,d,b,a,b,a,d,b,4,4,2,6,a,b,c,b,a,e,f,e,k,US,b,10,2,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2944205,15789,1,1.0,1.0,0,313.666,766,a,a,b,d,b,b,b,b,d,b,6,4,3,5,a,a,c,b,a,d,a,e,l,US,b,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9141705,15789,1,1.0,0.0,1,,1547,a,c,b,b,b,a,d,a,d,b,6,3,3,5,b,b,c,b,a,d,f,a,r,TH,f,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100905,15789,1,1.0,1.0,0,299.312,602,a,c,b,d,b,a,d,a,b,c,4,6,2,5,a,a,c,b,a,d,h,e,l,US,e,7,2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8984405,15789,1,0.0,0.0,0,,789,a,c,b,c,b,a,d,a,b,b,4,5,2,4,b,a,c,b,b,e,g,a,y,US,e,7,2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3080845,15789,1,1.0,1.0,0,299.209,667,a,a,b,d,b,a,a,a,b,c,5,5,6,1,c,b,a,b,b,d,e,a,k,US,b,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700725,15789,1,0.0,0.0,0,,689,a,a,c,b,b,b,b,a,b,c,6,2,2,6,a,b,c,b,a,e,e,a,h,US,b,4,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2652545,15789,1,1.0,1.0,0,299.657,1091,b,b,a,a,a,a,b,c,c,a,3,6,5,4,b,a,c,b,a,e,a,e,l,US,b,2,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
3207905,15789,1,1.0,0.0,1,,1029,d,c,b,b,b,d,b,d,d,b,6,2,5,5,b,b,a,b,b,e,e,a,a,US,d,6,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6213625,15789,1,1.0,0.0,0,277.911,1083,c,d,b,c,a,b,a,a,b,a,6,2,4,5,b,a,c,b,b,e,b,g,q,IN,f,2,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9200885,15789,1,0.0,0.0,0,,842,a,c,b,b,b,c,b,c,c,b,5,3,2,5,a,a,c,b,a,d,c,e,h,US,b,6,2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2047005,15789,1,1.0,1.0,0,304.984,690,b,c,b,d,b,a,b,b,b,b,6,5,4,6,b,a,c,b,f,e,h,c,l,US,b,7,1,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
838285,15789,1,1.0,1.0,0,299.583,874,a,c,b,b,b,b,b,d,c,b,7,1,5,5,b,a,a,a,a,e,d,g,i,ES,f,6,2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9020226,25392,0,0.0,0.0,0,,616,b,a,b,a,c,b,c,a,d,b,3,1,6,1,b,b,f,b,b,e,h,a,h,SA,a,4,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
826166,25392,0,0.0,0.0,0,,968,a,c,b,b,b,a,b,a,d,c,5,3,3,4,d,b,c,b,b,d,d,g,E,IN,f,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5973146,25392,0,0.0,0.0,0,,537,a,c,b,d,b,a,b,a,d,c,4,4,2,4,b,a,c,b,a,d,g,e,F,US,b,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8247746,25392,0,0.0,0.0,0,,3925,a,c,b,b,b,a,b,a,d,b,5,2,3,5,a,a,c,b,a,d,h,e,y,US,b,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2985566,25392,0,0.0,0.0,0,,1172,a,c,b,b,b,a,b,a,d,b,4,4,4,5,b,a,c,b,a,e,e,a,r,US,e,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7331046,25392,0,0.0,0.0,0,,880,a,c,b,c,c,b,d,a,d,b,5,4,3,6,b,a,c,b,a,e,b,a,z,TH,f,6,2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7636606,25392,0,0.0,0.0,0,,2431,c,d,b,a,b,a,b,a,b,a,5,3,4,3,b,a,c,b,a,d,h,a,j,IN,f,5,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
892206,25392,0,0.0,0.0,0,,530,a,c,b,b,d,a,b,b,d,c,1,7,4,3,b,a,c,b,a,e,f,e,h,US,b,6,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1870006,25392,0,0.0,0.0,0,,434,b,c,b,d,b,c,d,c,b,d,5,2,6,6,a,d,g,c,a,e,d,c,g,US,b,4,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
3849326,25392,0,0.0,0.0,0,,670,c,d,c,b,c,b,c,b,d,c,3,5,1,5,b,d,g,b,a,e,g,e,h,US,b,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7913406,25392,0,0.0,0.0,0,,706,a,a,b,b,a,b,b,c,c,d,4,4,6,3,b,a,c,b,a,e,d,a,l,US,e,3,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1561906,25392,0,0.0,0.0,0,,834,a,a,b,b,b,a,b,a,d,a,7,2,2,7,b,a,c,b,a,e,g,e,l,IN,a,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5278566,25392,0,0.0,0.0,0,,543,a,c,b,c,b,a,b,a,d,b,6,4,2,6,a,b,c,b,a,d,e,a,h,US,e,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1094366,25392,0,0.0,0.0,0,,649,a,a,b,b,b,a,b,d,b,b,6,4,3,6,b,a,c,b,a,d,a,b,k,US,a,6,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3672386,25392,0,0.0,0.0,0,,516,c,c,c,b,d,a,c,d,b,a,3,5,4,3,b,b,g,c,a,e,h,b,t,00,f,2,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8511072,26005,0,0.0,0.0,0,,495,b,b,d,b,d,b,b,c,c,c,6,3,3,6,b,b,c,b,a,e,b,a,q,US,b,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4877212,26005,0,0.0,0.0,0,,1162,a,a,b,b,b,d,d,d,d,a,3,7,6,3,b,b,c,b,a,e,a,a,h,TW,f,4,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1331712,26005,0,0.0,0.0,0,,521,a,c,b,d,b,a,d,a,d,b,6,4,2,6,a,b,c,b,a,e,a,e,l,US,b,9,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9191052,26005,0,0.0,0.0,0,,737,a,c,b,b,b,a,b,a,a,a,4,5,2,6,b,b,c,b,a,e,c,a,n,JP,f,7,2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9131312,26005,0,0.0,0.0,0,,1419,a,c,b,b,b,a,d,a,d,b,5,3,4,3,d,b,a,b,b,e,f,b,F,00,b,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5830112,26005,0,0.0,0.0,0,,576,b,c,b,a,b,a,b,a,b,b,5,2,3,5,b,a,c,b,b,d,b,b,f,US,b,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8125572,26005,0,0.0,0.0,0,,946,c,a,c,d,b,a,d,b,d,b,4,4,4,4,b,b,g,c,a,e,c,e,g,US,c,5,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4277032,26005,0,0.0,0.0,0,,636,a,c,b,b,b,a,d,a,d,b,6,2,2,6,b,a,c,b,a,d,a,e,n,US,b,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1147152,26005,0,0.0,0.0,0,,715,a,c,b,b,b,a,d,a,d,b,6,2,2,6,b,a,c,b,a,d,h,a,n,IN,f,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9143872,26005,0,0.0,0.0,0,,754,a,b,c,b,b,a,b,a,b,d,6,3,2,6,a,b,c,b,a,e,a,e,F,US,b,5,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4545932,26005,0,0.0,0.0,0,,348,a,c,b,b,c,b,b,c,c,c,5,6,4,5,e,c,g,c,d,a,f,h,a,US,b,4,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4380752,26005,0,0.0,0.0,0,,955,b,c,b,b,b,a,b,a,d,b,6,2,5,3,b,a,a,a,b,d,c,a,F,GT,f,8,1,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6625332,26005,0,0.0,0.0,0,,1307,a,c,b,b,b,a,a,a,c,b,5,6,3,3,a,b,c,b,a,d,h,b,F,US,b,7,2,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
7504977,14563,1,1.0,1.0,0,277.358,667,a,b,b,b,b,a,a,a,a,c,6,3,4,2,b,a,c,b,a,d,h,e,F,US,b,5,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
9133677,14563,1,1.0,1.0,0,277.393,594,a,c,b,b,b,c,d,a,d,b,1,7,1,1,a,a,c,b,a,d,c,e,G,US,c,7,2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3498817,14563,1,1.0,1.0,0,279.988,530,a,c,b,b,b,c,c,c,c,c,4,4,4,4,a,a,c,c,a,d,d,e,a,US,b,4,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
693517,14563,1,1.0,0.0,1,,35090,a,c,b,d,b,a,b,a,a,d,5,4,4,4,b,b,c,c,a,e,g,e,j,JO,b,8,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9879543,24166,1,1.0,1.0,0,279.245,696,a,c,b,d,b,b,d,a,d,b,5,3,5,6,b,a,c,b,a,d,h,e,G,US,b,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6978923,24166,1,1.0,0.0,1,,631,a,c,b,b,b,a,d,c,b,d,1,7,7,1,e,b,b,c,e,a,a,h,x,00,c,5,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2309003,24166,1,1.0,0.0,1,,758,b,c,b,d,b,a,b,a,d,c,7,1,3,4,a,a,c,b,a,d,h,e,h,US,b,8,1,7,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0
2133863,24166,1,1.0,1.0,0,285.242,2010,d,c,b,b,b,b,b,b,b,b,4,2,3,5,b,b,c,b,a,d,a,e,l,US,b,5,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6721123,24166,1,1.0,0.0,1,,1077,a,c,c,d,b,a,b,a,c,d,6,2,5,2,b,a,c,b,a,e,c,e,G,US,d,7,2,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
1391683,24166,1,1.0,1.0,0,279.28,762,a,d,b,b,b,a,b,a,d,b,5,4,3,5,a,a,c,b,a,e,g,e,G,US,b,8,1,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
9448763,24166,1,1.0,0.0,1,,676,a,a,b,a,b,b,b,a,d,b,6,2,3,6,a,b,c,c,a,d,h,a,a,IN,f,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7560263,24166,1,1.0,1.0,0,278.758,732,a,c,b,b,b,a,c,a,d,b,6,2,2,6,b,a,c,b,a,d,a,e,q,US,b,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7970503,24166,1,1.0,1.0,0,279.352,936,a,a,b,c,b,b,d,a,a,a,5,4,5,3,e,b,a,b,b,d,d,f,G,US,d,4,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3275123,24166,1,1.0,0.0,1,,927,d,c,a,d,b,a,a,a,d,b,3,5,5,3,a,a,a,b,a,b,g,a,F,US,c,7,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
